"region","contents","quarter","09332: Transfers of holiday properties with building, free market sale, by region, contents and quarter"
"18 Nordland","Transfers of leases","2016K2",43
"18 Nordland","Transfers of leases","2016K3",46
"18 Nordland","Transfers of leases","2016K4",37
"18 Nordland","Transfers of leases","2017K1",30
"18 Nordland","Transfers of leases","2017K2",34
"18 Nordland","Transfers of leases","2017K3",41
"18 Nordland","Transfers of leases","2017K4",48
"18 Nordland","Transfers of leases","2018K1",17
"18 Nordland","Transfers of leases","2018K2",35
"18 Nordland","Transfers of leases","2018K3",40
"18 Nordland","Transfers of leases","2018K4",45
"18 Nordland","Transfers of leases","2019K1",13
"18 Nordland","Transfers of leases","2019K2",26
"18 Nordland","Transfers of leases","2019K3",38
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2000K1",4
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2000K2",7
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2000K3",9
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2000K4",9
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2001K1",5
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2001K2",7
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2001K3",7
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2001K4",10
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2002K1",6
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2002K2",9
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2002K3",9
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2002K4",12
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2003K1",7
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2003K2",9
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2003K3",11
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2003K4",10
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2004K1",8
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2004K2",12
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2004K3",23
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2004K4",10
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2005K1",8
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2005K2",14
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2005K3",19
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2005K4",24
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2006K1",8
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2006K2",20
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2006K3",22
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2006K4",20
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2007K1",9
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2007K2",12
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2007K3",20
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2007K4",20
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2008K1",10
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2008K2",18
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2008K3",17
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2008K4",21
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2009K1",12
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2009K2",19
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2009K3",20
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2009K4",19
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2010K1",17
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2010K2",31
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2010K3",31
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2010K4",25
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2011K1",11
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2011K2",19
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2011K3",38
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2011K4",33
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2012K1",24
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2012K2",24
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2012K3",21
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2012K4",39
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2013K1",14
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2013K2",21
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2013K3",31
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2013K4",25
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2014K1",14
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2014K2",23
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2014K3",28
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2014K4",26
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2015K1",10
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2015K2",14
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2015K3",37
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2015K4",28
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2016K1",33
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2016K2",30
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2016K3",30
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2016K4",24
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2017K1",25
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2017K2",26
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2017K3",31
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2017K4",42
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2018K1",10
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2018K2",29
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2018K3",32
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2018K4",42
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2019K1",10
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2019K2",28
"18 Nordland","Total purchase price on transfer of lease (NOK million)","2019K3",33
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2000K1",161
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2000K2",188
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2000K3",221
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2000K4",181
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2001K1",153
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2001K2",214
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2001K3",199
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2001K4",208
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2002K1",201
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2002K2",227
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2002K3",233
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2002K4",249
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2003K1",229
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2003K2",234
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2003K3",235
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2003K4",255
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2004K1",240
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2004K2",270
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2004K3",313
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2004K4",241
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2005K1",303
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2005K2",346
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2005K3",352
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2005K4",387
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2006K1",284
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2006K2",387
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2006K3",417
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2006K4",442
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2007K1",454
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2007K2",386
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2007K3",534
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2007K4",473
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2008K1",365
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2008K2",479
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2008K3",442
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2008K4",531
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2009K1",469
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2009K2",476
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2009K3",456
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2009K4",572
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2010K1",618
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2010K2",628
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2010K3",607
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2010K4",641
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2011K1",536
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2011K2",582
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2011K3",709
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2011K4",620
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2012K1",756
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2012K2",623
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2012K3",571
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2012K4",722
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2013K1",603
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2013K2",663
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2013K3",711
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2013K4",607
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2014K1",645
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2014K2",776
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2014K3",731
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2014K4",599
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2015K1",459
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2015K2",506
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2015K3",758
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2015K4",647
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2016K1",1262
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2016K2",702
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2016K3",657
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2016K4",647
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2017K1",841
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2017K2",755
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2017K3",758
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2017K4",869
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2018K1",589
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2018K2",835
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2018K3",791
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2018K4",927
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2019K1",797
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2019K2",1059
"18 Nordland","Purchase price, transfer of lease (NOK 1 000)","2019K3",857
"19 Troms - Romsa","Transfers, total","2000K1",34
"19 Troms - Romsa","Transfers, total","2000K2",42
"19 Troms - Romsa","Transfers, total","2000K3",84
"19 Troms - Romsa","Transfers, total","2000K4",82
"19 Troms - Romsa","Transfers, total","2001K1",33
"19 Troms - Romsa","Transfers, total","2001K2",50
"19 Troms - Romsa","Transfers, total","2001K3",102
"19 Troms - Romsa","Transfers, total","2001K4",63
"19 Troms - Romsa","Transfers, total","2002K1",24
"19 Troms - Romsa","Transfers, total","2002K2",49
"19 Troms - Romsa","Transfers, total","2002K3",86
"19 Troms - Romsa","Transfers, total","2002K4",63
"19 Troms - Romsa","Transfers, total","2003K1",32
"19 Troms - Romsa","Transfers, total","2003K2",61
"19 Troms - Romsa","Transfers, total","2003K3",70
"19 Troms - Romsa","Transfers, total","2003K4",64
"19 Troms - Romsa","Transfers, total","2004K1",30
"19 Troms - Romsa","Transfers, total","2004K2",81
"19 Troms - Romsa","Transfers, total","2004K3",91
"19 Troms - Romsa","Transfers, total","2004K4",74
"19 Troms - Romsa","Transfers, total","2005K1",47
"19 Troms - Romsa","Transfers, total","2005K2",70
"19 Troms - Romsa","Transfers, total","2005K3",96
"19 Troms - Romsa","Transfers, total","2005K4",97
"19 Troms - Romsa","Transfers, total","2006K1",54
"19 Troms - Romsa","Transfers, total","2006K2",71
"19 Troms - Romsa","Transfers, total","2006K3",104
"19 Troms - Romsa","Transfers, total","2006K4",75
"19 Troms - Romsa","Transfers, total","2007K1",44
"19 Troms - Romsa","Transfers, total","2007K2",54
"19 Troms - Romsa","Transfers, total","2007K3",134
"19 Troms - Romsa","Transfers, total","2007K4",139
"19 Troms - Romsa","Transfers, total","2008K1",85
"19 Troms - Romsa","Transfers, total","2008K2",103
"19 Troms - Romsa","Transfers, total","2008K3",104
"19 Troms - Romsa","Transfers, total","2008K4",78
"19 Troms - Romsa","Transfers, total","2009K1",56
"19 Troms - Romsa","Transfers, total","2009K2",58
"19 Troms - Romsa","Transfers, total","2009K3",90
"19 Troms - Romsa","Transfers, total","2009K4",93
"19 Troms - Romsa","Transfers, total","2010K1",43
"19 Troms - Romsa","Transfers, total","2010K2",63
"19 Troms - Romsa","Transfers, total","2010K3",96
"19 Troms - Romsa","Transfers, total","2010K4",95
"19 Troms - Romsa","Transfers, total","2011K1",58
"19 Troms - Romsa","Transfers, total","2011K2",49
"19 Troms - Romsa","Transfers, total","2011K3",97
"19 Troms - Romsa","Transfers, total","2011K4",100
"19 Troms - Romsa","Transfers, total","2012K1",48
"19 Troms - Romsa","Transfers, total","2012K2",70
"19 Troms - Romsa","Transfers, total","2012K3",105
"19 Troms - Romsa","Transfers, total","2012K4",87
"19 Troms - Romsa","Transfers, total","2013K1",47
"19 Troms - Romsa","Transfers, total","2013K2",72
"19 Troms - Romsa","Transfers, total","2013K3",120
"19 Troms - Romsa","Transfers, total","2013K4",69
"19 Troms - Romsa","Transfers, total","2014K1",49
"19 Troms - Romsa","Transfers, total","2014K2",68
"19 Troms - Romsa","Transfers, total","2014K3",102
"19 Troms - Romsa","Transfers, total","2014K4",81
"19 Troms - Romsa","Transfers, total","2015K1",51
"19 Troms - Romsa","Transfers, total","2015K2",88
"19 Troms - Romsa","Transfers, total","2015K3",111
"19 Troms - Romsa","Transfers, total","2015K4",89
"19 Troms - Romsa","Transfers, total","2016K1",56
"19 Troms - Romsa","Transfers, total","2016K2",105
"19 Troms - Romsa","Transfers, total","2016K3",108
"19 Troms - Romsa","Transfers, total","2016K4",92
"19 Troms - Romsa","Transfers, total","2017K1",63
"19 Troms - Romsa","Transfers, total","2017K2",75
"19 Troms - Romsa","Transfers, total","2017K3",108
"19 Troms - Romsa","Transfers, total","2017K4",106
"19 Troms - Romsa","Transfers, total","2018K1",51
"19 Troms - Romsa","Transfers, total","2018K2",71
"19 Troms - Romsa","Transfers, total","2018K3",101
"19 Troms - Romsa","Transfers, total","2018K4",84
"19 Troms - Romsa","Transfers, total","2019K1",43
"19 Troms - Romsa","Transfers, total","2019K2",64
"19 Troms - Romsa","Transfers, total","2019K3",102
"19 Troms - Romsa","Total purchase price (NOK million)","2000K1",6
"19 Troms - Romsa","Total purchase price (NOK million)","2000K2",5
"19 Troms - Romsa","Total purchase price (NOK million)","2000K3",20
"19 Troms - Romsa","Total purchase price (NOK million)","2000K4",15
"19 Troms - Romsa","Total purchase price (NOK million)","2001K1",7
"19 Troms - Romsa","Total purchase price (NOK million)","2001K2",7
"19 Troms - Romsa","Total purchase price (NOK million)","2001K3",22
"19 Troms - Romsa","Total purchase price (NOK million)","2001K4",11
"19 Troms - Romsa","Total purchase price (NOK million)","2002K1",4
"19 Troms - Romsa","Total purchase price (NOK million)","2002K2",13
"19 Troms - Romsa","Total purchase price (NOK million)","2002K3",18
"19 Troms - Romsa","Total purchase price (NOK million)","2002K4",14
"19 Troms - Romsa","Total purchase price (NOK million)","2003K1",4
"19 Troms - Romsa","Total purchase price (NOK million)","2003K2",14
"19 Troms - Romsa","Total purchase price (NOK million)","2003K3",16
"19 Troms - Romsa","Total purchase price (NOK million)","2003K4",19
"19 Troms - Romsa","Total purchase price (NOK million)","2004K1",6
"19 Troms - Romsa","Total purchase price (NOK million)","2004K2",25
"19 Troms - Romsa","Total purchase price (NOK million)","2004K3",25
"19 Troms - Romsa","Total purchase price (NOK million)","2004K4",17
"19 Troms - Romsa","Total purchase price (NOK million)","2005K1",11
"19 Troms - Romsa","Total purchase price (NOK million)","2005K2",27
"19 Troms - Romsa","Total purchase price (NOK million)","2005K3",37
"19 Troms - Romsa","Total purchase price (NOK million)","2005K4",45
"19 Troms - Romsa","Total purchase price (NOK million)","2006K1",19
"19 Troms - Romsa","Total purchase price (NOK million)","2006K2",25
"19 Troms - Romsa","Total purchase price (NOK million)","2006K3",45
"19 Troms - Romsa","Total purchase price (NOK million)","2006K4",41
"19 Troms - Romsa","Total purchase price (NOK million)","2007K1",27
"19 Troms - Romsa","Total purchase price (NOK million)","2007K2",32
"19 Troms - Romsa","Total purchase price (NOK million)","2007K3",96
"19 Troms - Romsa","Total purchase price (NOK million)","2007K4",81
"19 Troms - Romsa","Total purchase price (NOK million)","2008K1",53
"19 Troms - Romsa","Total purchase price (NOK million)","2008K2",109
"19 Troms - Romsa","Total purchase price (NOK million)","2008K3",64
"19 Troms - Romsa","Total purchase price (NOK million)","2008K4",44
"19 Troms - Romsa","Total purchase price (NOK million)","2009K1",44
"19 Troms - Romsa","Total purchase price (NOK million)","2009K2",35
"19 Troms - Romsa","Total purchase price (NOK million)","2009K3",57
"19 Troms - Romsa","Total purchase price (NOK million)","2009K4",68
"19 Troms - Romsa","Total purchase price (NOK million)","2010K1",28
"19 Troms - Romsa","Total purchase price (NOK million)","2010K2",46
"19 Troms - Romsa","Total purchase price (NOK million)","2010K3",59
"19 Troms - Romsa","Total purchase price (NOK million)","2010K4",52
"19 Troms - Romsa","Total purchase price (NOK million)","2011K1",30
"19 Troms - Romsa","Total purchase price (NOK million)","2011K2",35
"19 Troms - Romsa","Total purchase price (NOK million)","2011K3",56
"19 Troms - Romsa","Total purchase price (NOK million)","2011K4",58
"19 Troms - Romsa","Total purchase price (NOK million)","2012K1",33
"19 Troms - Romsa","Total purchase price (NOK million)","2012K2",76
"19 Troms - Romsa","Total purchase price (NOK million)","2012K3",68
"19 Troms - Romsa","Total purchase price (NOK million)","2012K4",70
"19 Troms - Romsa","Total purchase price (NOK million)","2013K1",30
"19 Troms - Romsa","Total purchase price (NOK million)","2013K2",59
"19 Troms - Romsa","Total purchase price (NOK million)","2013K3",98
"19 Troms - Romsa","Total purchase price (NOK million)","2013K4",46
"19 Troms - Romsa","Total purchase price (NOK million)","2014K1",46
"19 Troms - Romsa","Total purchase price (NOK million)","2014K2",50
"19 Troms - Romsa","Total purchase price (NOK million)","2014K3",79
"19 Troms - Romsa","Total purchase price (NOK million)","2014K4",62
"19 Troms - Romsa","Total purchase price (NOK million)","2015K1",44
"19 Troms - Romsa","Total purchase price (NOK million)","2015K2",69
"19 Troms - Romsa","Total purchase price (NOK million)","2015K3",85
"19 Troms - Romsa","Total purchase price (NOK million)","2015K4",77
"19 Troms - Romsa","Total purchase price (NOK million)","2016K1",54
"19 Troms - Romsa","Total purchase price (NOK million)","2016K2",101
"19 Troms - Romsa","Total purchase price (NOK million)","2016K3",94
"19 Troms - Romsa","Total purchase price (NOK million)","2016K4",95
"19 Troms - Romsa","Total purchase price (NOK million)","2017K1",69
"19 Troms - Romsa","Total purchase price (NOK million)","2017K2",85
"19 Troms - Romsa","Total purchase price (NOK million)","2017K3",120
"19 Troms - Romsa","Total purchase price (NOK million)","2017K4",98
"19 Troms - Romsa","Total purchase price (NOK million)","2018K1",56
"19 Troms - Romsa","Total purchase price (NOK million)","2018K2",77
"19 Troms - Romsa","Total purchase price (NOK million)","2018K3",109
"19 Troms - Romsa","Total purchase price (NOK million)","2018K4",93
"19 Troms - Romsa","Total purchase price (NOK million)","2019K1",40
"19 Troms - Romsa","Total purchase price (NOK million)","2019K2",59
"19 Troms - Romsa","Total purchase price (NOK million)","2019K3",124
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2000K1",163
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2000K2",127
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2000K3",237
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2000K4",184
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2001K1",204
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2001K2",150
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2001K3",220
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2001K4",183
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2002K1",181
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2002K2",256
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2002K3",207
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2002K4",226
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2003K1",119
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2003K2",226
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2003K3",230
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2003K4",291
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2004K1",204
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2004K2",314
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2004K3",271
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2004K4",233
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2005K1",244
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2005K2",384
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2005K3",381
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2005K4",460
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2006K1",345
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2006K2",356
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2006K3",434
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2006K4",550
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2007K1",607
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2007K2",583
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2007K3",715
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2007K4",586
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2008K1",628
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2008K2",1056
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2008K3",616
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2008K4",568
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2009K1",782
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2009K2",612
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2009K3",637
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2009K4",729
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2010K1",653
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2010K2",724
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2010K3",609
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2010K4",547
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2011K1",520
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2011K2",712
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2011K3",576
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2011K4",581
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2012K1",685
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2012K2",1092
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2012K3",648
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2012K4",801
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2013K1",632
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2013K2",824
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2013K3",820
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2013K4",671
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2014K1",936
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2014K2",736
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2014K3",777
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2014K4",771
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2015K1",860
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2015K2",787
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2015K3",769
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2015K4",869
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2016K1",960
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2016K2",962
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2016K3",868
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2016K4",1032
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2017K1",1088
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2017K2",1131
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2017K3",1107
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2017K4",923
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2018K1",1105
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2018K2",1091
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2018K3",1080
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2018K4",1110
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2019K1",922
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2019K2",928
"19 Troms - Romsa","Purchase price per transfer (NOK 1 000)","2019K3",1219
"19 Troms - Romsa","Transfers of title","2000K1",34
"19 Troms - Romsa","Transfers of title","2000K2",42
"19 Troms - Romsa","Transfers of title","2000K3",80
"19 Troms - Romsa","Transfers of title","2000K4",72
"19 Troms - Romsa","Transfers of title","2001K1",31
"19 Troms - Romsa","Transfers of title","2001K2",45
"19 Troms - Romsa","Transfers of title","2001K3",94
"19 Troms - Romsa","Transfers of title","2001K4",59
"19 Troms - Romsa","Transfers of title","2002K1",23
"19 Troms - Romsa","Transfers of title","2002K2",46
"19 Troms - Romsa","Transfers of title","2002K3",85
"19 Troms - Romsa","Transfers of title","2002K4",55
"19 Troms - Romsa","Transfers of title","2003K1",30
