"region","contents","quarter","09332: Transfers of holiday properties with building, free market sale, by region, contents and quarter"
"11 Rogaland","Purchase price per transfer (NOK 1 000)","2016K2",1759
"11 Rogaland","Purchase price per transfer (NOK 1 000)","2016K3",1608
"11 Rogaland","Purchase price per transfer (NOK 1 000)","2016K4",1672
"11 Rogaland","Purchase price per transfer (NOK 1 000)","2017K1",1700
"11 Rogaland","Purchase price per transfer (NOK 1 000)","2017K2",1675
"11 Rogaland","Purchase price per transfer (NOK 1 000)","2017K3",1737
"11 Rogaland","Purchase price per transfer (NOK 1 000)","2017K4",1794
"11 Rogaland","Purchase price per transfer (NOK 1 000)","2018K1",1621
"11 Rogaland","Purchase price per transfer (NOK 1 000)","2018K2",1991
"11 Rogaland","Purchase price per transfer (NOK 1 000)","2018K3",1878
"11 Rogaland","Purchase price per transfer (NOK 1 000)","2018K4",1767
"11 Rogaland","Purchase price per transfer (NOK 1 000)","2019K1",1428
"11 Rogaland","Purchase price per transfer (NOK 1 000)","2019K2",1925
"11 Rogaland","Purchase price per transfer (NOK 1 000)","2019K3",1906
"11 Rogaland","Transfers of title","2000K1",37
"11 Rogaland","Transfers of title","2000K2",71
"11 Rogaland","Transfers of title","2000K3",91
"11 Rogaland","Transfers of title","2000K4",79
"11 Rogaland","Transfers of title","2001K1",39
"11 Rogaland","Transfers of title","2001K2",74
"11 Rogaland","Transfers of title","2001K3",105
"11 Rogaland","Transfers of title","2001K4",49
"11 Rogaland","Transfers of title","2002K1",49
"11 Rogaland","Transfers of title","2002K2",96
"11 Rogaland","Transfers of title","2002K3",77
"11 Rogaland","Transfers of title","2002K4",66
"11 Rogaland","Transfers of title","2003K1",45
"11 Rogaland","Transfers of title","2003K2",72
"11 Rogaland","Transfers of title","2003K3",91
"11 Rogaland","Transfers of title","2003K4",76
"11 Rogaland","Transfers of title","2004K1",51
"11 Rogaland","Transfers of title","2004K2",90
"11 Rogaland","Transfers of title","2004K3",117
"11 Rogaland","Transfers of title","2004K4",77
"11 Rogaland","Transfers of title","2005K1",39
"11 Rogaland","Transfers of title","2005K2",109
"11 Rogaland","Transfers of title","2005K3",111
"11 Rogaland","Transfers of title","2005K4",107
"11 Rogaland","Transfers of title","2006K1",57
"11 Rogaland","Transfers of title","2006K2",82
"11 Rogaland","Transfers of title","2006K3",108
"11 Rogaland","Transfers of title","2006K4",122
"11 Rogaland","Transfers of title","2007K1",51
"11 Rogaland","Transfers of title","2007K2",100
"11 Rogaland","Transfers of title","2007K3",116
"11 Rogaland","Transfers of title","2007K4",90
"11 Rogaland","Transfers of title","2008K1",50
"11 Rogaland","Transfers of title","2008K2",95
"11 Rogaland","Transfers of title","2008K3",89
"11 Rogaland","Transfers of title","2008K4",88
"11 Rogaland","Transfers of title","2009K1",70
"11 Rogaland","Transfers of title","2009K2",88
"11 Rogaland","Transfers of title","2009K3",138
"11 Rogaland","Transfers of title","2009K4",103
"11 Rogaland","Transfers of title","2010K1",71
"11 Rogaland","Transfers of title","2010K2",98
"11 Rogaland","Transfers of title","2010K3",143
"11 Rogaland","Transfers of title","2010K4",114
"11 Rogaland","Transfers of title","2011K1",72
"11 Rogaland","Transfers of title","2011K2",130
"11 Rogaland","Transfers of title","2011K3",172
"11 Rogaland","Transfers of title","2011K4",112
"11 Rogaland","Transfers of title","2012K1",69
"11 Rogaland","Transfers of title","2012K2",120
"11 Rogaland","Transfers of title","2012K3",114
"11 Rogaland","Transfers of title","2012K4",122
"11 Rogaland","Transfers of title","2013K1",62
"11 Rogaland","Transfers of title","2013K2",108
"11 Rogaland","Transfers of title","2013K3",133
"11 Rogaland","Transfers of title","2013K4",100
"11 Rogaland","Transfers of title","2014K1",53
"11 Rogaland","Transfers of title","2014K2",91
"11 Rogaland","Transfers of title","2014K3",139
"11 Rogaland","Transfers of title","2014K4",95
"11 Rogaland","Transfers of title","2015K1",72
"11 Rogaland","Transfers of title","2015K2",122
"11 Rogaland","Transfers of title","2015K3",137
"11 Rogaland","Transfers of title","2015K4",90
"11 Rogaland","Transfers of title","2016K1",62
"11 Rogaland","Transfers of title","2016K2",111
"11 Rogaland","Transfers of title","2016K3",127
"11 Rogaland","Transfers of title","2016K4",87
"11 Rogaland","Transfers of title","2017K1",67
"11 Rogaland","Transfers of title","2017K2",118
"11 Rogaland","Transfers of title","2017K3",132
"11 Rogaland","Transfers of title","2017K4",95
"11 Rogaland","Transfers of title","2018K1",58
"11 Rogaland","Transfers of title","2018K2",99
"11 Rogaland","Transfers of title","2018K3",121
"11 Rogaland","Transfers of title","2018K4",86
"11 Rogaland","Transfers of title","2019K1",61
"11 Rogaland","Transfers of title","2019K2",117
"11 Rogaland","Transfers of title","2019K3",113
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2000K1",15
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2000K2",43
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2000K3",40
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2000K4",39
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2001K1",22
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2001K2",40
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2001K3",72
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2001K4",33
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2002K1",24
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2002K2",63
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2002K3",54
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2002K4",34
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2003K1",28
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2003K2",49
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2003K3",60
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2003K4",57
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2004K1",29
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2004K2",86
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2004K3",108
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2004K4",63
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2005K1",26
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2005K2",112
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2005K3",113
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2005K4",79
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2006K1",54
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2006K2",78
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2006K3",120
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2006K4",126
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2007K1",53
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2007K2",149
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2007K3",201
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2007K4",135
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2008K1",52
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2008K2",134
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2008K3",132
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2008K4",117
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2009K1",96
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2009K2",143
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2009K3",197
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2009K4",145
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2010K1",86
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2010K2",153
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2010K3",243
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2010K4",158
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2011K1",144
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2011K2",211
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2011K3",298
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2011K4",153
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2012K1",106
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2012K2",236
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2012K3",185
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2012K4",220
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2013K1",104
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2013K2",203
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2013K3",242
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2013K4",165
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2014K1",91
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2014K2",160
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2014K3",216
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2014K4",149
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2015K1",116
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2015K2",235
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2015K3",302
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2015K4",132
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2016K1",90
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2016K2",191
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2016K3",206
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2016K4",139
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2017K1",114
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2017K2",199
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2017K3",226
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2017K4",183
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2018K1",92
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2018K2",198
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2018K3",223
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2018K4",146
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2019K1",87
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2019K2",229
"11 Rogaland","Total purchase price, transfer of title (NOK million)","2019K3",220
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2000K1",411
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2000K2",608
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2000K3",444
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2000K4",499
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2001K1",563
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2001K2",535
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2001K3",690
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2001K4",674
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2002K1",483
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2002K2",656
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2002K3",702
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2002K4",516
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2003K1",622
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2003K2",684
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2003K3",664
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2003K4",744
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2004K1",573
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2004K2",959
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2004K3",922
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2004K4",824
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2005K1",671
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2005K2",1028
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2005K3",1015
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2005K4",735
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2006K1",955
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2006K2",949
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2006K3",1114
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2006K4",1036
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2007K1",1049
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2007K2",1491
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2007K3",1731
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2007K4",1503
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2008K1",1031
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2008K2",1408
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2008K3",1486
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2008K4",1327
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2009K1",1371
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2009K2",1624
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2009K3",1425
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2009K4",1403
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2010K1",1214
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2010K2",1564
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2010K3",1699
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2010K4",1389
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2011K1",1993
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2011K2",1620
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2011K3",1730
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2011K4",1363
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2012K1",1540
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2012K2",1963
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2012K3",1624
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2012K4",1806
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2013K1",1671
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2013K2",1881
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2013K3",1818
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2013K4",1652
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2014K1",1713
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2014K2",1761
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2014K3",1552
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2014K4",1572
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2015K1",1611
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2015K2",1926
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2015K3",2208
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2015K4",1469
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2016K1",1452
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2016K2",1717
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2016K3",1621
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2016K4",1596
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2017K1",1695
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2017K2",1682
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2017K3",1709
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2017K4",1931
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2018K1",1590
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2018K2",2005
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2018K3",1847
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2018K4",1701
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2019K1",1426
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2019K2",1959
"11 Rogaland","Purchase price per transfer of title (NOK 1 000)","2019K3",1947
"11 Rogaland","Transfers of leases","2000K1",11
"11 Rogaland","Transfers of leases","2000K2",28
"11 Rogaland","Transfers of leases","2000K3",27
"11 Rogaland","Transfers of leases","2000K4",27
"11 Rogaland","Transfers of leases","2001K1",13
"11 Rogaland","Transfers of leases","2001K2",25
"11 Rogaland","Transfers of leases","2001K3",20
"11 Rogaland","Transfers of leases","2001K4",20
"11 Rogaland","Transfers of leases","2002K1",18
"11 Rogaland","Transfers of leases","2002K2",20
"11 Rogaland","Transfers of leases","2002K3",31
"11 Rogaland","Transfers of leases","2002K4",26
"11 Rogaland","Transfers of leases","2003K1",23
"11 Rogaland","Transfers of leases","2003K2",28
"11 Rogaland","Transfers of leases","2003K3",35
"11 Rogaland","Transfers of leases","2003K4",46
"11 Rogaland","Transfers of leases","2004K1",15
"11 Rogaland","Transfers of leases","2004K2",32
"11 Rogaland","Transfers of leases","2004K3",22
"11 Rogaland","Transfers of leases","2004K4",22
"11 Rogaland","Transfers of leases","2005K1",14
"11 Rogaland","Transfers of leases","2005K2",30
"11 Rogaland","Transfers of leases","2005K3",31
"11 Rogaland","Transfers of leases","2005K4",19
"11 Rogaland","Transfers of leases","2006K1",14
"11 Rogaland","Transfers of leases","2006K2",30
"11 Rogaland","Transfers of leases","2006K3",35
"11 Rogaland","Transfers of leases","2006K4",32
"11 Rogaland","Transfers of leases","2007K1",17
"11 Rogaland","Transfers of leases","2007K2",33
"11 Rogaland","Transfers of leases","2007K3",54
"11 Rogaland","Transfers of leases","2007K4",24
"11 Rogaland","Transfers of leases","2008K1",29
"11 Rogaland","Transfers of leases","2008K2",31
"11 Rogaland","Transfers of leases","2008K3",27
"11 Rogaland","Transfers of leases","2008K4",30
"11 Rogaland","Transfers of leases","2009K1",13
"11 Rogaland","Transfers of leases","2009K2",37
"11 Rogaland","Transfers of leases","2009K3",43
"11 Rogaland","Transfers of leases","2009K4",33
"11 Rogaland","Transfers of leases","2010K1",24
"11 Rogaland","Transfers of leases","2010K2",25
"11 Rogaland","Transfers of leases","2010K3",39
"11 Rogaland","Transfers of leases","2010K4",42
"11 Rogaland","Transfers of leases","2011K1",21
"11 Rogaland","Transfers of leases","2011K2",37
"11 Rogaland","Transfers of leases","2011K3",37
"11 Rogaland","Transfers of leases","2011K4",31
"11 Rogaland","Transfers of leases","2012K1",35
"11 Rogaland","Transfers of leases","2012K2",41
"11 Rogaland","Transfers of leases","2012K3",28
"11 Rogaland","Transfers of leases","2012K4",48
"11 Rogaland","Transfers of leases","2013K1",33
"11 Rogaland","Transfers of leases","2013K2",32
"11 Rogaland","Transfers of leases","2013K3",26
"11 Rogaland","Transfers of leases","2013K4",38
"11 Rogaland","Transfers of leases","2014K1",25
"11 Rogaland","Transfers of leases","2014K2",33
"11 Rogaland","Transfers of leases","2014K3",33
"11 Rogaland","Transfers of leases","2014K4",37
"11 Rogaland","Transfers of leases","2015K1",27
"11 Rogaland","Transfers of leases","2015K2",33
"11 Rogaland","Transfers of leases","2015K3",32
"11 Rogaland","Transfers of leases","2015K4",27
"11 Rogaland","Transfers of leases","2016K1",19
"11 Rogaland","Transfers of leases","2016K2",46
"11 Rogaland","Transfers of leases","2016K3",29
"11 Rogaland","Transfers of leases","2016K4",47
"11 Rogaland","Transfers of leases","2017K1",42
"11 Rogaland","Transfers of leases","2017K2",35
"11 Rogaland","Transfers of leases","2017K3",31
"11 Rogaland","Transfers of leases","2017K4",35
"11 Rogaland","Transfers of leases","2018K1",26
"11 Rogaland","Transfers of leases","2018K2",36
"11 Rogaland","Transfers of leases","2018K3",34
"11 Rogaland","Transfers of leases","2018K4",34
"11 Rogaland","Transfers of leases","2019K1",29
"11 Rogaland","Transfers of leases","2019K2",27
"11 Rogaland","Transfers of leases","2019K3",32
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2000K1",5
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2000K2",10
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2000K3",15
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2000K4",10
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2001K1",10
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2001K2",17
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2001K3",12
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2001K4",8
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2002K1",9
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2002K2",13
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2002K3",20
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2002K4",19
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2003K1",11
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2003K2",19
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2003K3",23
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2003K4",20
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2004K1",8
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2004K2",27
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2004K3",17
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2004K4",11
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2005K1",9
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2005K2",22
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2005K3",32
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2005K4",15
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2006K1",11
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2006K2",25
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2006K3",38
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2006K4",38
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2007K1",12
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2007K2",45
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2007K3",67
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2007K4",33
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2008K1",69
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2008K2",45
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2008K3",37
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2008K4",44
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2009K1",20
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2009K2",61
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2009K3",65
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2009K4",43
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2010K1",34
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2010K2",44
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2010K3",56
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2010K4",69
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2011K1",34
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2011K2",65
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2011K3",50
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2011K4",52
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2012K1",56
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2012K2",73
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2012K3",56
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2012K4",69
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2013K1",54
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2013K2",43
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2013K3",42
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2013K4",55
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2014K1",36
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2014K2",47
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2014K3",52
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2014K4",56
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2015K1",46
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2015K2",55
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2015K3",48
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2015K4",41
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2016K1",29
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2016K2",86
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2016K3",45
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2016K4",85
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2017K1",72
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2017K2",58
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2017K3",58
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2017K4",50
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2018K1",44
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2018K2",70
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2018K3",68
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2018K4",66
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2019K1",42
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2019K2",48
"11 Rogaland","Total purchase price on transfer of lease (NOK million)","2019K3",56
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2000K1",431
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2000K2",373
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2000K3",552
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2000K4",381
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2001K1",754
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2001K2",683
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2001K3",616
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2001K4",421
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2002K1",477
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2002K2",640
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2002K3",649
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2002K4",738
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2003K1",481
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2003K2",676
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2003K3",653
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2003K4",443
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2004K1",566
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2004K2",832
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2004K3",793
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2004K4",485
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2005K1",608
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2005K2",729
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2005K3",1027
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2005K4",795
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2006K1",787
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2006K2",843
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2006K3",1079
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2006K4",1201
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2007K1",691
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2007K2",1376
